//以下全部来自互联网，所有内容仅供测试使用，请勿用于违法用途，如有冒犯请联系删除。

//永久免费꙰严禁商业꙰仅供测试꙰违者自负!꙰//       

//来源网络，免费分享，请勿追究，谢谢！//

03.20马年大吉,#genre#
我要回农村-张子栋,https://vd3.bdstatic.com/mda-qbha2pe15cvx6s4x/hd/cae_h264/1708345234798974185/mda-qbha2pe15cvx6s4x.mp4
五两银子-许君聪,https://vdse.bdstatic.com//3f8c43e1446b5829a11ad1bfdf366762.mp4
武侠大闯关-贾旭明,https://vd3.bdstatic.com/mda-pi9g5w6n33sghn70/sc/cae_h264/1694394741031262841/mda-pi9g5w6n33sghn70.mp4
喜乐街-贾玲沙溢,https://vdse.bdstatic.com//601b1450150fbe7d1f6f14043e56b1fe.mp4
狭路相逢-宋晓峰,https://vd3.bdstatic.com/mda-pjjb2ssx5ax0utis/sc/cae_h264/1697845692626832196/mda-pjjb2ssx5ax0utis.mp4
狭路相逢-赵本山,https://vd3.bdstatic.com/mda-kanfj7h320ueqgkg/v1-cae/hd/mda-kanfj7h320ueqgkg.mp4
相亲1-赵本山,https://vdse.bdstatic.com//52b1b520200b5f28dc398512edded189.mp4
相亲2-赵本山,https://vd3.bdstatic.com/mda-qafaim7cpnpczzww/hd/cae_h264/1705395286132840200/mda-qafaim7cpnpczzww.mp4
相亲5-宋小宝,http://uptt.gcwduoduo.com/v/220420/f4b21b54f98cc7e4a48023442eecb9a9.mp4
相亲之非诚勿扰-张小斐,https://vdse.bdstatic.com//52c603def74771dc95fd0c724e2bddbb.mp4
相亲之非诚勿扰2-张小斐,https://vdse.bdstatic.com//5d88219fb2e3bc6df468f5f85df2b78b.mp4
相亲之我想谈恋爱-张小斐,https://vd3.bdstatic.com/mda-pj6e4gxv26ym91fr/sc/cae_h264/1696691978578447895/mda-pj6e4gxv26ym91fr.mp4
想说爱你不容易-宋小宝,https://vd3.bdstatic.com/mda-pitdrwvfx3kpcid5/sc/cae_h264/1696329135460791265/mda-pitdrwvfx3kpcid5.mp4
想跳就跳-蔡明潘长江,https://vdse.bdstatic.com//fe4a8b27ee7059e7d76bf284767b56ee.mp4
向领导汇报-大兵,https://vdse.bdstatic.com//c7de51e4a859a6aecc15a919b2ad175b.mp4
小崔说事-赵本山宋丹丹,http://uptt.gcwduoduo.com/v/181110/dc11345e9bf164b2e1cfdf09f6922524.mp4
小九老乐-赵本山,https://vd3.bdstatic.com/mda-maqs355itqp221rx/v2-hknm/hd/mda-maqs355itqp221rx.mp4
小棉袄-冯巩张小斐,https://vd3.bdstatic.com/mda-qek23c1m3iazzr5s/720p/h264/1716255340389023490/mda-qek23c1m3iazzr5s.mp4
笑傲江湖-开心麻花,https://vd3.bdstatic.com/mda-piq301rs4uknj41j/sc/cae_h264/1695970140872236040/mda-piq301rs4uknj41j.mp4
心病-赵本山,http://uptt.gcwduoduo.com/v/190528/ad11d8507454d002d52cf31e5515bde2.mp4
心病-赵本山,https://vdse.bdstatic.com//bfe074b881566418706a1602b2f253a4.mp4
心理学初探-郭冬临黄杨,https://vd3.bdstatic.com/mda-nd29frt5x3uda8k4/hd/cae_h264_delogo/1649022474817109527/mda-nd29frt5x3uda8k4.mp4
新白蛇传-小沈阳沈春阳,https://vd3.bdstatic.com/mda-qfjimpbeu9ueciux/hd/cae_h264/1718890904826260647/mda-qfjimpbeu9ueciux.mp4
新邻居-牛群曹然然,https://vd3.bdstatic.com/mda-pa1gqcwkx77c9ia0/sc/cae_h264/1672779796571890058/mda-pa1gqcwkx77c9ia0.mp4
新鹊桥会-宋小宝,https://vd3.bdstatic.com/mda-pj7e2253ummvirvt/sc/cae_h264/1696809441450717394/mda-pj7e2253ummvirvt.mp4
新上海滩-王宁柳岩,https://vd3.bdstatic.com/mda-pdujx3f8tm1n9i5p/hd/cae_h264/1682788585237475646/mda-pdujx3f8tm1n9i5p.mp4
幸福密码-郭冬临,https://vd3.bdstatic.com/mda-qes3xan5vwb2anq3/hd/cae_h264/1716819564102132297/mda-qes3xan5vwb2anq3.mp4
阳仔演笑会3-小沈阳,https://vd3.bdstatic.com/mda-pitdrx02duzycvtb/sc/cae_h264/1696329311954368586/mda-pitdrx02duzycvtb.mp4
养生足浴盆-宋小宝,https://vd3.bdstatic.com/mda-pjpave8wfkfjw3dw/sc/cae_h264/1698189638780452072/mda-pjpave8wfkfjw3dw.mp4
要条件-魏文亮,https://vd2.bdstatic.com/mda-kgah4byryi8gsqk8/v1-cae/mda-kgah4byryi8gsqk8.mp4
叶祖新被套路-叶祖新,https://vd3.bdstatic.com/mda-pj7e225ztn108zbk/sc/cae_h264/1696808624784048225/mda-pj7e225ztn108zbk.mp4
一定找到你-郭冬临刘涛,https://vd3.bdstatic.com//mda-qb548t5x5d58tszc/cae_h264/1707190142029623165/mda-qb548t5x5d58tszc.mp4
一会老公回来了-高晓攀,https://vd3.bdstatic.com/mda-phwegd5q71a957nb/sc/cae_h264/1693522451623884957/mda-phwegd5q71a957nb.mp4
一年又一年-贾玲张小斐,https://vd3.bdstatic.com/mda-qe926b60mpqw636g/hd/cae_h264/1715326388121092299/mda-qe926b60mpqw636g.mp4
一念天堂-沈腾,https://vd3.bdstatic.com/mda-qe9ah9r1226d9izg/hd/cae_h264/1715333285173833900/mda-qe9ah9r1226d9izg.mp4
一夜心跳-曹云金,https://vd3.bdstatic.com/mda-pjckm11tj36nwtej/sc/cae_h264/1697248964625465071/mda-pjckm11tj36nwtej.mp4
一张火车票-周卫星何晶晶,https://vd3.bdstatic.com/mda-ng0dn66ydfqwbwg5/hd/cae_h264/1656668968823252017/mda-ng0dn66ydfqwbwg5.mp4
一醉十年-郭冬临,https://vd3.bdstatic.com/mda-pitdrx572bq0yw95/sc/cae_h264/1696330551584589656/mda-pitdrx572bq0yw95.mp4
银行大厅趣事-王雪冬,https://vd3.bdstatic.com/mda-qap3etstixv6tet3/hd/cae_h264/1706066606060577418/mda-qap3etstixv6tet3.mp4
有病没病-赵本山,https://vd3.bdstatic.com/mda-qa790h76byvmbvfu/hd/cae_h264/1704696228429624311/mda-qa790h76byvmbvfu.mp4
有话好好说-孙涛邵峰,https://vd3.bdstatic.com/mda-pi62akbpxvdb99fg/cae_h264/1694118097484111926/mda-pi62akbpxvdb99fg.mp4
有面儿-宋晓峰许君聪,https://vd3.bdstatic.com/mda-pi3eph2usqbdieyg/sc/cae_h264/1693877204388317509/mda-pi3eph2usqbdieyg.mp4
有钱了-赵本山宋小宝,https://vd3.bdstatic.com/mda-parxxqgratgtt2z6/sc/cae_h264/1674773558560654047/mda-parxxqgratgtt2z6.mp4
有喜了-宋小宝赵海燕,https://vdse.bdstatic.com//e62cf2a92310106143c5e79e5509b18e.mp4
咱们村的事儿-冯巩,https://vd3.bdstatic.com/mda-phsd7n4u4893zqr7/sc/cae_h264/1693276501520453553/mda-phsd7n4u4893zqr7.mp4
铡美案-宋小宝文松,https://vd3.bdstatic.com/mda-qf083vvv0mbps4w6/hd/cae_h264/1717290210537223985/mda-qf083vvv0mbps4w6.mp4
占位子-沈腾,https://vd3.bdstatic.com/mda-pjacxamwnxqpemg0/sc/cae_h264/1697039779679362609/mda-pjacxamwnxqpemg0.mp4
这事你笨想-乔杉修睿,https://vd3.bdstatic.com/mda-nbkcjfstv36sfxz5/hd/cae_h264_nowatermark_delogo/1645434523665950104/mda-nbkcjfstv36sfxz5.mp4
甄嬛歪传-宋小宝,http://uptt.gcwduoduo.com/v/220702/6fd44b94ee6a4c6ca9bb3cf9e9a4e933.mp4
中奖了-赵本山,https://vd3.bdstatic.com/mda-qctngbb0nzrn59fd/cae_h264/1711642057209247856/mda-qctngbb0nzrn59fd.mp4
钟点工-赵本山,https://vd3.bdstatic.com/mda-qb73kfn5i81rmsyv/hd/cae_h264/1707360710961048284/mda-qb73kfn5i81rmsyv.mp4
主角与配角-陈佩斯,https://vd3.bdstatic.com/mda-phv72us9edgy5xqa/sc/cae_h264/1693375372827969583/mda-phv72us9edgy5xqa.mp4
助阵郭麒麟-郭麒麟,https://vd3.bdstatic.com/mda-phw8cbk7w2ygm0kb/sc/cae_h264/1693500651932289658/mda-phw8cbk7w2ygm0kb.mp4
自助餐-于洋赵博,https://vd3.bdstatic.com/mda-qav1ywqqeu87s066/cae_h264/1706578509117549533/mda-qav1ywqqeu87s066.mp4
自作自受-宋小宝,https://vd3.bdstatic.com/mda-pi0hj5k7rtth6qbk/576p/h264/1693571407222385133/mda-pi0hj5k7rtth6qbk.mp4
总监驾到-张小斐张泰维,https://vd3.bdstatic.com/mda-qcv1n9gpmc66ta7x/hd/cae_h264/1711762863753032132/mda-qcv1n9gpmc66ta7x.mp4
总监驾到红高粱-贾玲,https://vd3.bdstatic.com/mda-nfmdf6n69b50k2wi/hd/cae_h264/1655896516383392384/mda-nfmdf6n69b50k2wi.mp4
总监驾到皇上-贾玲,https://vdse.bdstatic.com//5067b5f7911ae79cc85f6af4f535d9bf.mp4
总监驾到上海滩-贾玲,https://vdse.bdstatic.com//c30d731d45eff3f6e1c23961377b3b0e.mp4
总监驾到神雕侠侣-张小斐,https://vd3.bdstatic.com/mda-qb9p1h7v3hqihb08/576p/h264/1707582405024629042/mda-qb9p1h7v3hqihb08.mp4
总监驾到婉君-贾玲,https://vdse.bdstatic.com//12ce4294cc8b3013c800c7a33e111fe4.mp4
总监驾到西游记-张小斐,https://vdse.bdstatic.com//b0a56d1c5da3ed86e74a7ecf059c6c4c.mp4
走过场-沈腾马丽,https://vd3.bdstatic.com/mda-mbsksgcgcvnsdr0b/v1-hknm/sc/mda-mbsksgcgcvnsdr0b.mp4
足疗-黄宏,https://vd3.bdstatic.com/mda-pjegwx5uz79k1p8e/sc/cae_h264/1697385878883800210/mda-pjegwx5uz79k1p8e.mp4
最好的礼物-乔杉修睿,https://vd3.bdstatic.com/mda-qfcmqe312u8kucps/hd/cae_h264/1718373612522698790/mda-qfcmqe312u8kucps.mp4
最佳酒友-宋小宝,https://vd3.bdstatic.com/mda-jheqyidz841gwxpy/hd/mda-jheqyidz841gwxpy.mp4
最强天团之检查团-张泰维,https://vd3.bdstatic.com/mda-pcn1hchnizjmsqv2/720p/h264/1679533496987596648/mda-pcn1hchnizjmsqv2.mp4
最强天团之四大才子-张泰维,https://vd3.bdstatic.com/mda-pmj2v013qrqwsksv/360p/h264/1703037679146679886/mda-pmj2v013qrqwsksv.mp4
坐月子那点儿事-熊乃瑾付辛博,https://vdse.bdstatic.com//be5cb6ace9182fad443a16148c3a9cdb.mp4
oh买尬-宋小宝柳岩,https://vd3.bdstatic.com/mda-pjacxatgd4fu4svh/sc/cae_h264/1697040275219723394/mda-pjacxatgd4fu4svh.mp4
TFgirls-贾玲张小斐,https://vd3.bdstatic.com/mda-qc64dz3a7dai9wmn/576p/h264/1709780957602048364/mda-qc64dz3a7dai9wmn.mp4      
                                                                                                                                                                                                                                                               

🐬少儿动漫,#genre#

少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
CCTV-14少儿,http://t.061899.xyz/tl/tl.php?id=cctv14
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
内蒙少儿,http://play1-qk.nmtv.cn/live/1686560464515368.m3u8
少儿频道,rtmp://livein.gstv.com.cn/49048r/4o7e76
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$
内蒙少儿,http://play1-qk.nmtv.cn/live/1686560464515368.m3u8
名侦探柯南,https://live.ottiptv.cc/huya/30080236
火影忍者,https://live.ottiptv.cc/huya/29465866
海贼王,https://live.ottiptv.cc/huya/29982634
精灵宝可梦,http://live.metshop.top/huya/23749096?cdn=alicdn
神奇宝贝,https://live.ottiptv.cc/huya/29465874
宫崎骏,https://live.ottiptv.cc/huya/21059614
钢之炼金术师,https://live.ottiptv.cc/huya/20985859
黑子的篮球,https://live.ottiptv.cc/huya/30080253
瑞克与莫蒂,https://live.ottiptv.cc/huya/29982655
星辰变,https://live.ottiptv.cc/huya/24514506
成龙历险记,https://live.ottiptv.cc/huya/11352946
飞天小女警,https://live.ottiptv.cc/huya/11601958
蜡笔小新,https://live.ottiptv.cc/huya/11352970
樱桃小丸子,https://live.ottiptv.cc/huya/11342394
猫和老鼠,https://live.ottiptv.cc/huya/11352879
七龙珠,https://live.ottiptv.cc/huya/11601966
全职高手,https://live.ottiptv.cc/huya/21059628
哆啦A梦,https://live.ottiptv.cc/huya/11601963
海绵宝宝,https://live.ottiptv.cc/huya/11352919
魔法少女,https://live.ottiptv.cc/huya/21059587
全职猎人,https://live.ottiptv.cc/huya/30080254
四驱兄弟,https://live.ottiptv.cc/huya/11352922
一人之上,https://live.ottiptv.cc/huya/11602065
头文字D,https://live.ottiptv.cc/huya/11352889
网球王子,https://live.ottiptv.cc/huya/11352882
玩具总动员,https://live.ottiptv.cc/huya/30080256
通灵王,https://live.ottiptv.cc/huya/20969112
游戏王,https://live.ottiptv.cc/huya/20985856
男子高中生的日常,https://live.ottiptv.cc/huya/20985858
元气少女缘结神,https://live.ottiptv.cc/huya/11352967
全职法师,https://live.ottiptv.cc/huya/26355772
尸兄,https://live.ottiptv.cc/huya/26355846
大头儿子小头爸爸,https://live.ottiptv.cc/huya/20969114
哪吒传奇,https://live.ottiptv.cc/huya/26355782
龙族,https://live.ottiptv.cc/huya/23865086
间谍过家家,https://live.ottiptv.cc/huya/30080149
罗小黑战记,https://live.ottiptv.cc/huya/24314159
圣斗士星矢,https://live.ottiptv.cc/huya/10396612
葫芦兄弟,https://live.ottiptv.cc/huya/20985834
咒术回战,https://live.ottiptv.cc/huya/21059561
反叛的鲁路修,https://live.ottiptv.cc/huya/20969113
超自然武装当哒当,https://live.ottiptv.cc/huya/20985850
新世纪福音战士,https://live.ottiptv.cc/huya/20985862
足球小将,https://live.ottiptv.cc/huya/25725150
轻羽飞扬,https://live.ottiptv.cc/huya/30805998
虫师,https://tv1288.xyz/1002.php?id=21241791
魔神英雄传,https://tv1288.xyz/1002.php?id=21241839
埋堆堆直播1,https://live.ottiptv.cc/huya/23734246
埋堆堆直播2,https://live.ottiptv.cc/huya/23734256
国产动漫系列,https://live.ottiptv.cc/huya/11352869

魔法少女,https://live.ottiptv.cc/huya/21059587
全职猎人,https://live.ottiptv.cc/huya/30080254
四驱兄弟,https://live.ottiptv.cc/huya/11352922
一人之上,https://live.ottiptv.cc/huya/11602065
头文字D,https://live.ottiptv.cc/huya/11352889
网球王子,https://live.ottiptv.cc/huya/11352882
玩具总动员,https://live.ottiptv.cc/huya/30080256
通灵王,https://live.ottiptv.cc/huya/20969112
游戏王,https://live.ottiptv.cc/huya/20985856
男子高中生的日常,https://live.ottiptv.cc/huya/20985858
元气少女缘结神,https://live.ottiptv.cc/huya/11352967
全职法师,https://live.ottiptv.cc/huya/26355772
尸兄,https://live.ottiptv.cc/huya/26355846
大头儿子小头爸爸,https://live.ottiptv.cc/huya/20969114
哪吒传奇,https://live.ottiptv.cc/huya/26355782
龙族,https://live.ottiptv.cc/huya/23865086
间谍过家家,https://live.ottiptv.cc/huya/30080149
罗小黑战记,https://live.ottiptv.cc/huya/24314159
圣斗士星矢,https://live.ottiptv.cc/huya/10396612
葫芦兄弟,https://live.ottiptv.cc/huya/20985834
咒术回战,https://live.ottiptv.cc/huya/21059561
反叛的鲁路修,https://live.ottiptv.cc/huya/20969113
超自然武装当哒当,https://live.ottiptv.cc/huya/20985850
新世纪福音战士,https://live.ottiptv.cc/huya/20985862
足球小将,https://live.ottiptv.cc/huya/25725150
轻羽飞扬,https://live.ottiptv.cc/huya/30805998
虫师,https://tv1288.xyz/1002.php?id=21241791
魔神英雄传,https://tv1288.xyz/1002.php?id=21241839
埋堆堆直播1,https://live.ottiptv.cc/huya/23734246
埋堆堆直播2,https://live.ottiptv.cc/huya/23734256
国产动漫系列,https://live.ottiptv.cc/huya/11352869
葫芦兄弟,http://jsmov2.a.yximgs.com/bs3/video-hls/5223049779458999093_hlsb.m3u8 
成龙历险记,http://cdn.jdshipin.com:8880/huya.php?id=11352946
海绵宝宝,http://cdn.jdshipin.com:8880/huya.php?id=11352919
网球王子,http://cdn.jdshipin.com:8880/huya.php?id=11352882
黑子的篮球,http://cdn.jdshipin.com:8880/huya.php?id=30080253
足球小将,http://cdn.jdshipin.com:8880/douyu.php?id=11870067
四驱兄弟,http://cdn.jdshipin.com:8880/huya.php?id=11352922
头文字D,http://cdn.jdshipin.com:8880/huya.php?id=11352889
柯南,http://cdn.jdshipin.com:8880/huya.php?id=30080236
樱桃小丸子,http://cdn.jdshipin.com:8880/huya.php?id=11342394
猫和老鼠,http://cdn.jdshipin.com:8880/huya.php?id=11352879
蜡笔小新,http://cdn.jdshipin.com:8880/huya.php?id=11352970
多啦A梦,http://cdn.jdshipin.com:8880/huya.php?id=11601963
宠物小精灵,http://cdn.jdshipin.com:8880/huya.php?id=11602069
七龙珠Z,http://cdn.jdshipin.com:8880/huya.php?id=11601966
火影忍者,http://dns.yiandrive.com:13571/huya/29465866
火影忍者,http://cdn.jdshipin.com:8880/huya.php?id=29465866
火影忍者2,http://cdn.jdshipin.com:8880/huya.php?id=11342385
火影忍者3,http://cdn.jdshipin.com:8880/huya.php?id=11352974
打赏增加更多,https://cccimg.com/view.php/76bc8f27068f76f69f00a699e5cf73d8.mp4
倒霉特熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
雲朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
熊大熊二,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
狮子王國,https://newcntv.qcloudcdn.com/asp/hls/850/0303000a/3/default/c2e7e767f3144bed959ef20b8b961fe5/850.m3u8
超然动漫,http://113.45.240.129:35455/douyu/1174353
名侦探柯南,http://113.45.240.129:35455/huya/30080236
火影忍者,http://113.45.240.129:35455/huya/29465866
海贼王,http://113.45.240.129:35455/huya/29982634
宫崎骏,http://113.45.240.129:35455/huya/21059614
黑子的篮球,http://113.45.240.129:35455/huya/30080253
瑞克与莫蒂,http://113.45.240.129:35455/huya/29982655
星辰变,http://113.45.240.129:35455/huya/24514506
成龙历险记,http://113.45.240.129:35455/huya/11352946
飞天小女警,http://113.45.240.129:35455/huya/11601958
蜡笔小新,http://113.45.240.129:35455/huya/11352970
樱桃小丸子,http://113.45.240.129:35455/huya/11342394
猫和老鼠,http://113.45.240.129:35455/huya/11352879
七龙珠,http://113.45.240.129:35455/huya/11601966
全职高手,http://113.45.240.129:35455/huya/21059628
哆啦A梦,http://113.45.240.129:35455/huya/11601963
海绵宝宝,http://113.45.240.129:35455/huya/11352919
魔法少女,http://113.45.240.129:35455/huya/21059587
全职猎人,http://113.45.240.129:35455/huya/30080254
四驱兄弟,http://113.45.240.129:35455/huya/11352922
一人之上,http://113.45.240.129:35455/huya/11602065
头文字D,http://113.45.240.129:35455/huya/11352889
网球王子,http://113.45.240.129:35455/huya/11352882
埋堆堆直播1,http://113.45.240.129:35455/huya/23734246
埋堆堆直播2,http://113.45.240.129:35455/huya/23734256
🥇体育频道,#genre# 
请在公告页打赏,https://i.uik.cc/view.php/76bc8f27068f76f69f00a699e5cf73d8.mp4
风云足球,http://173.208.187.18:82/live/fyzq.m3u8?jsbt=1760355398&jsbk=d838949ce8ba43fabfa8e16a02449bcf
风云足球,http://173.208.187.18:82/live/fyzq.m3u8?jsbt=1760496962&jsbk=5b91869c876cff30aa885075cffa7b45
CCTV5体育,http://live2.rxip.sc96655.com/live/CCTV-5H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e
广东体育,http://r.jdshipin.com/LiYdg
篮球专场,https://isus.cc/php/huya.php?id=27949551
羽毛球专场,https://isus.cc/php/huya.php?id=30806115
乒乓球专场,https://isus.cc/php/huya.php?id=23505696
斯诺克专场,https://isus.cc/php/huya.php?id=880214
赛车专场,https://isus.cc/php/huya.php?id=18152482
摔跤专场,https://isus.cc/php/huya.php?id=20072812
拳击专场,https://isus.cc/php/huya.php?id=18152380
格斗专场,https://isus.cc/php/huya.php?id=20072796
柔道专场,https://isus.cc/php/huya.php?id=20072837
WWE专场,https://isus.cc/php/huya.php?id=30021023
摩托专场,https://isus.cc/php/huya.php?id=19197407
健美专场,https://isus.cc/php/huya.php?id=26106704
健身专场,https://isus.cc/php/huya.php?id=24354754
越野专场,https://isus.cc/php/huya.php?id=30020978
Big3专场,https://isus.cc/php/huya.php?id=30847442
飞盘专场,https://isus.cc/php/huya.php?id=30689549
飞镖专场,https://isus.cc/php/huya.php?id=30631766
瑜伽专场,https://isus.cc/php/huya.php?id=20753449
棒球专场,https://isus.cc/php/huya.php?id=20072763
四海钓鱼,http://112.254.55.106:22222/rtp/239.253.254.118:8000
篮球专场,https://live.ottiptv.cc/huya/30871356
羽毛球专场,https://live.ottiptv.cc/huya/30806115
乒乓球专场,https://live.ottiptv.cc/huya/23505696
斯诺克专场,https://live.ottiptv.cc/huya/880214
赛车专场,https://live.ottiptv.cc/huya/18152482
摔跤专场,https://live.ottiptv.cc/huya/20072812
拳击专场,https://live.ottiptv.cc/huya/18152380
格斗专场,https://live.ottiptv.cc/huya/20072796
柔道专场,https://live.ottiptv.cc/huya/20072837
WWE专场,https://live.ottiptv.cc/huya/30021023
摩托专场,https://live.ottiptv.cc/huya/19197407
健美专场,https://live.ottiptv.cc/huya/26106704
健身专场,https://live.ottiptv.cc/huya/24354754
越野专场,https://live.ottiptv.cc/huya/30020978
Big3专场,https://live.ottiptv.cc/huya/30847442
飞盘专场,https://tv1288.xyz/1002.php?id=30689549
瑜伽专场,https://live.ottiptv.cc/huya/20753449
棒球专场,https://live.ottiptv.cc/huya/20072763
体育,https://live.ottiptv.cc/huya/11352919
咪视界4K,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000005180
至臻视界4K,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000015686
晴彩青少,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011525
晴彩竞技,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011528
晴彩篮球,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011529
晴彩广场舞,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011523
咪视界,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011522
咪视通-1,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000005969
咪视界-2,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000005308
咪视通-3,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000007218
咪视通-4,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000008001
咪视通-5,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000008176
咪视通-6,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000008379
咪视通-7,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000010129
咪视通-8,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000010948
咪视通-9,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000028638
咪视通-10,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000031494
咪视通-11,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000005837
咪视通-12,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011518
咪视通-13,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011519
咪视通-14,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011520
咪视通-15,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011521
咪视通-18,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011524
咪视通-22,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011530
咪视通-23,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011531
咪视通-24,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000000097
咪视通-25,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000002019
咪视通-26,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000002809
咪视通-27,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000003915
咪视通-28,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000004193
咪视通-29,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000006077
咪视通-30,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000006658
咪视通-31,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000009788
咪视通-32,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000010833
咪视通-33,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000011297
咪视通-34,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000011518
咪视通-35,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000012558
咪视通-36,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000012616
咪视通-37,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000015470
咪视通-38,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000015560
咪视通-39,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000017678
咪视通-40,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000019839
咪视通-41,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000021904
咪视通-42,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000023434
咪视通-43,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000025380
咪视通-44,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000027691
咪视通-45,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000031669
赛事睛彩竞技,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011528
赛事睛彩竞技,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011530
